text,label
همه به می‌تون کیف بالا صفحه نمایش اشاره کن .,2
هیچ کمپان نمیتونه اپل رقاب کنه,1
توجه امک سخ افزار نمی‌تو انتظار سرع فوق‌العاده انجا وظایف پیچیده مانند اجرا رو بی‌عیب نقص چندین برنامه سنگین کنار گوش دا .,0
ساپور مستق گوگل رو تبل ۵.,2
۳ روزه دارم راض از .,2
سون اینترفیس رو استفاده کرده نمی‌دان قدر سع شبیه اندروید نسخه ن زنجبیل داشته کند !,0
وجود استفاده ایسوس پنل Super IPS+ LCD ، دید زاویه همچنین عملکرد صفحه نما زیر نور آفتاب ، بسیار عال راضی‌کننده خواهد_بود .,2
همچنین کابل USB اتصال کامپیو شارژ نمایید .,2
من خود عاشق محصول htc هس ول شاید قیم ترجیح بد Iphone ۵ به سیس عامل تو جیب داشته_با .,0
واقعا فوق‌العادس,2
فکر نکن گلکس بعد گوش ا به بیاد ، همه چیز تکمیله,2
من گوش رو دیج کالا خرید لحاظ کارا پرفکته همچنین لحاظ شارز نگه‌داشتن ایراد بزرگ داره سخ افزاریه اون اینه پس استفاده تقریبا ش نه ماه دیگه باطر نگه نمیداره قسم پایین گوش داغ میشه قابل تعمیر نیس مخزن باطر چسبیده برد اصل یعن پرسه نمیشه قطعه خرابو بردا یک سالمشو جا گذا .,0
پس فعلا دوس عزیز,1
نزدیک رقیب دوربین یعن Panasonic Lumix FZ- ۱۵۰ توانا عکاس سرع ۱۲ فر ثانیه ۱۲ عکس دا .,1
۲ - کوچک بودن صفحه ۳ هنگا مرور صفح اینترنت کتاب PDF نما - قل نو بردار ندارد .,0
سیستم‌عامل : سیستم‌عامل iPhone OS همون i OS ب نظیره حد دیگر رقبا ب نظیره حالا ورژن ۶ سیستم‌عامل گج وجود دارد میتو گف واقعا ارزشمند رقیب ندارد !,2
فقط یه نکته رابطه برنامه  هس درسته ، سخت‌گیر میاد اندازه اندروید تنوع گستردگ نداره ، ول باز برنامه برا هس اینجور نیس ک برنامه برا پیدا بشه .,1
۱۰.,1
وقت گارانت گفتن مشکل وجود داره باید صبر کنید ببین نسخه بعد Android مشکل رو حل می‌کنه نه,0
گوش زیبا هس نظر من htc buttrfly بهتره .,0
سنسور تصویر نوع CCD .,1
مقابل رقبا مانند iPad mini Nexus ۷ حت FonePad ، نظر کیف ساخ باید Note ۸ آخرین رده قرار ده .,0
توانا زو کاملا معمول ۲۸ میلی نه خیل خوب .,0
PS ۳ حد کاف باز کرد .,1
صفحه‌کلید Full QWERTY گوش امک تایپ سریع SMS رو فراه می‌کنه .,2
واقعا سبک نگه‌داشتن دس ساده .,2
صدا خودتونو وقت می‌شنوید صحب می‌کنید بسیار آزاردهنده !,0
• جمع بندیNexus ۴ یک به گوشی هوشمند ساخته‌شده امروز بوده نسب مدل قبل خانواده گوشی نکسوس یعن Galaxy Nexus ، بهبود فراوان داشته_اس .,2
ضمنا مدل اسکنر ۳۲ گیگابا حافظه می‌تواند پشتیبان کند کیف معمول اسکن کنید ، ظرفیت معادل ۲۵۰۰۰ صفحه A ۴ اختیار شما قرار می‌دهد .,1
فیلم کیف خوب دارند .,2
دکمه معروف اندروید جز دکمه Search سون اریکسون ن داده ظاهرا چند علاقه ندارد قسم زیر نمایشگر قرار گرفته‌اند .,1
سرع پرین خصوص وقتی‌که NX ۵۱۵ مقایسه می‌شود ، حد قابل سریع ول پرینتر قبول حساب نمی‌آید .,0
گوش فرم DivX پشتیبان نمی‌کند اجرا فیلم فرم DivX ، کاربر باید برنامه پخش‌کننده نماید .,0
والا ۵ نیکون انتخاب خوبیه بد محدود ۵۱۰۰ دقیقه ضبط ویدئو .,0
معایب مه ۲۰۶: ۱ - صفحه‌کلید نسبتا { پیامک هیچ وجه مناسب نیس سخ هنگا تایپ تق تق می‌کند اعصاب خوردکن .,0
. مشکل پروسسور پایینشه تن,0
برخلاف بسیار نوت‌بوک دیگر ایسوز ، صفحه‌کلید یک نو Chiclet کلید جداگانه جزیره رو شاس نیس .,1
نظر من دو اشکال : داره ۱.,0
کار اتصال کنسول کامپیو استفاده کابل SATA انجا می‌شود .,1
کا یک کوچیک مثلا ۴ ٫ ۳ اینچ ۴ خواستن شبیه اس ۳ باشه ول صرفه نیس !,0
Google Nexus ۷ حافظه داخل ۸ ۱۶ گیگابا عرضه خواهد_شد ایراد یک مهم شاید وارده تبل ، عد پشتیبان کار حافظه microSD باشد .,0
ضمن پردازنده قوی‌تر نیز نسب پردازنده ۴ هسته دارد .,2
لپ‌تاپ خوبیه ول نسب صرفه,0
مورد لپ‌تاپ باید بگ کسان اطلاعاتشون براشون اهم زیاد داره همواره نیاز دارن همراهشون باشه مدل لپ‌تاپ خیل مناسبه .,2
البته زو بالا مقدار نویز مشاهده می‌گردد چنین چند غیر قابل پیش‌بین نیس .,0
کل جز ایرادات بعض موارد مانند بالا آمدن فلا هنگا روشن شدن نداشتن دکمه فیزیک مستق Delete پاک کردن عکس وارد ، دوربین Canon SX ۲۳۰ HS یک به کامل دوربین کامپکت حال دیده .,2
امک خوب .,2
پ دوربین ۵۵۰ D مود Live view فوکوس خودکار می‌بایس دکمه * استفاده می‌کردید .,1
اگه من می‌پرسید میگ تو دنیا رو دس گوش وجود نداره,2
"سلا دوس من گوش رو تازه خرید امروز دقیقا ۶ روزه تو مد مشکل با نداشتم,خیل گوش خوبیه نظر من تو قیم یه سر گردن بالاتره .",2
"باز hdمانند tna wrestling,samurai,gta ۳ ,gangaster rio,six gun, .",1
قیم !,1
رنگ اولیه شارژ مجدد خیل متفاو نبود ( آشنا دا کیف جوهر بعد شارژ بسیار خوب ) .,2
وضع ایزو ۸۰۰ مراتب نامناسب می‌گردد .,0
سلا من مدت گوش دار بسیار گوش خوب ول دشواری دارد دشواری مرگ ناگهان بسیار نگران‌کننده امیدوار هر چه زود دشواری رفع شود شنید مورد اکسپریا زد کمپان اعتراف کرده زود آپ د نرم‌افزار ارایه می‌شود,0
حت اگه رو حال چ بزار همینطوریه .,0
مزایا ۱.,1
کاملا ضعیف عمل می‌کند .,0
البته لنز دیگر خودکار فوکوس امکان‌پذیر نمی‌باشد .,0
"من هارد رو سه روز پ سفار داد امروز رسید دس سرعت عالیه, نرم‌افزار رو خود هس خیل کار میاد دنبال یه هارد همه چ تمو میگردین عالیه شک نکنین .",2
پس پر شدن ظرف حافظه داخل می‌توانید رو کار حافظه SD / SDHC / SDXC فیلم‌بردار ادامه دهید .,1
حال سطح کیف چاپ عکس باید گف نظر کاملا حرفه قرار ندارند .,0
آمدن SX ۵۰ دنیا سوپر زوم بقیه رقبا هیچ حرف واسه گفتن ندارن واقعا لنگه نداره تو رده خود عالیه فیلمبردار عکاس حت شرایط نور ضعیف .,2
ضمن مورد باطر رو بگ مسلما باطر ضعیفه تو انرژی‌رسان صفحه نما همه تعداد پیکسل رو خود جنس ال سی‌د پر مصرف هس رو ب ۵ ۶ ساع نداشته باشه .,0
گارانت هماهنگ عالیه,2
رزولوشن چاپ چاپگر ۴۸۰۰ × ۱۲۰۰ dpi می‌باشد کیفیت متوسط دارد .,1
جواب اقا مصطف باید بگ تقریبا همه کمپانی گوش بی‌نقص درس نمی‌کنن بدلیل این‌که گوشی دیگرشون فرو برسه مثلا xperia T عالیه ول باطر قابل تعویض نیس ول xperia v مدل ضد آب همین گوش هس باطر قابل تعویضه ول هر دو گوشی میز شارژ ده کم دارند پس هدق نساختن به گوش بی‌نقص ، نه‌تن بد نیس بلکه موجب خوشنا شدن کمپانی می‌شود البته من گوش بسیار خو اومده همونطور قبلا گف اینو می‌خر,2
نظر خوبه,2
توجه کرد .,1
دوربین حرف نداره کیف عکس  واقعا بالاس .,2
عکس دوربین گرفته‌اید ، می‌توانید لمس رو هر جا صحنه انتخاب قسم کار کنید دوربین صور هوشمند Context Aware Fill قسم دیگر عکس جایگزین کند .,1
گوش نسب قیمت عالیه,2
نظر ظاهر طراح نظر سخت‌افزار .,1
عال ولی کا sms camera دا .,2
چند ساع کار صفحه پ گوش گر میشه ( برخ گوشی سخت‌افزار مشابه مشکل کمتره ) روی‌هم‌رفته عالیه,2
شرایط نور ضعیف فوکوس خودکار حد . کند می‌شود دچار,0
گاهی اتصال قطع میشه,0
سلا دوس ، من مدت هس تبل خریدار کرد چند نکته براتون بگ : طراح بسیار عال دارد فقط کم نزدیک بودن مک کلید پاور کلید ولو ابتدا شما ممکنه اشتباه بندازه ، صدا خوب داره حد نیاز بلند کیف هس ، کیف تصویر زاویه دید عال داره ، وزن یک زیاده مد طولان نمیشه ثاب نگه دا مثلا دیدن فیل کتاب الکترونیک ، باتر خوب داره ول می‌شد بهتر باشه استفاده معمول روز کامل جواب میده ، دوربین واقعا ضعیف هس هیچ حرف گفتن نداره !,1
باید انتخاب عال سلیقه نیاز هامون نگاه کن .,1
پردازنده بسیار ضعیف پردازنده Intel Core هستند ول عوض مدل مبتن پردازنده ، بسیار ارزان بوده مصرف انرژ کمتر نیز دارند .,2
بلوتوث لپ‌تاپ عال عمل میکنه,2
یک اصلی ویژگی سر لپ‌تاپ سامسونگ سبک بودنشونه حدود ۶۰۰ - ۷۰۰ گر سبک برند دیگه هس .,2
کل ، می‌تو گف اف کیف ارز کردن گوش ارزش دارد ، عملکرد صفحه نما صور کل مناسب کسان خواه داشتن صفحه نمایش بزرگ هستند ، راضی‌کننده خواهد_بود .,2
من ۱ سال میشه دوربینو دار ، کل از خیل راض ، چند چیز خیل خو اومد این : ۱ -کیفیته فیلم بهترینه .,2
آینده سامسونگه !,1
دیگر Battery Bacpac فقط باتر اضاف می‌باشد پ دوربین متصل می‌شود .,1
مشخص خوب داره ، حالا باز باید بیاد دربار تصم بگیر ، نظر ظاهر مشخص خوبه ، ب گوشی اچ ت س خوبن ، ول دو سیمکارتس بنظر باطر کم ضعیف باشه,1
صدا اسپیکر کمه ول هدفن صدا فوق‌العادس .,2
پیچ تنظ شوتینگ مود مثل مدل پیشین رو عقب ساخته‌شده ول طراح خیل تمیز می‌باشد احساس نمی‌کن گو قسم دوربین اثر گرما ذوب‌شده باشد .,2
به گوش نظر قیم امک سخ افزار نرم‌افزار البته دکمه BACKگوش خراب نشه گیر نکنه,2
لبه گوش انحنا بیشتر گرفته‌اند گوش دیگر حال مستطیل ندارد .,1
سلام-من ۳ روزه تبل رو سا فوق خریدار کردم-من تمام تبلت جمله - اپل - ایسوز - موتورولا گیگابا کار کرد اینکه صفحه نما دستگاه کم نا امید کننده هس کار تب احساس آد میده هیچ تبل دیگر نمیده دستگاه جر میتون بگ قو سخ افزار داشته امروز من دید - کمبود سرع هیچ عنو نداره - بازی سنگین ک نمیاره - قلم رو اون هس بدون شک واقعا بینظیر ۷۰ ٪ کارهارو دار اون انجا مید واقعا لذ بخشه نکته آخر بدون شک هرچیزه دیگر برداشته بود پشیمون می‌شد .,2
نظر بنده تو ابن رنج قیم گوش به هیچ عنو نمیتونین پیدا کنید ممنون بیننده نظر این‌جانب بودید .,2
علیرغ تما توانایی خیل خوب گوش حرف نداره بکارگیر اون لذ ، متاسفانه : ۱ - محل بلندگو بسیار بد انتخاب‌شده ( پ گوش باعث زمانیکه گوش می‌گیرید احتمال اینکه کف دس بلندگو بگیرد زیاد شده صدا بلندگو اصطلاح توسط دس خفه شود .,0
اندرویدشو آپد کرد سرعت اومده پایین,0
یک دیگر شاه کار اپل .,2
حقیقتا فوق‌العاده باعث شده محدوده توانا زو دوربین کامپک دوربین بریج برسد .,2
ول مثل بقیه گوشی اپل پول اسمشو میخوره .,1
قیم میشه یه GALAXY ACE خرید پردازنده قویتر داره دوربین فلا داره,2
طراح زیبا ۳.,2
اوصاف گفتن نمی‌کن اصلا مناسب باشه .,0
سریع داغ میکنه وقتیکه ۱۷ دقیقه حرف زد داغ طوریکه رو صور می‌کرد,0
۵ - ورژن جدید نسخه بستن نون آندروید یعن ۴ ٫ ۰.۴ ( ورژن آندروید Desire X ا : Ice Cream Sandwich ۴ ٫ ۰.۰ ) ***برتری Desire X نسب Desire SV : *** ۱ - داشتن تراک پیکسل بالا عل کوچک بودن صفحه نما ( ۲۳۳ ppi ، هر اینچ ۱۶ پیکسل ب داره ) ۲ - سرع بلوتوث بالا عل بهره بردن A ۲ DP .,1
تازه خرید .,1
گرون باشه ارز خرید داره .,2
همچنین مناطق کنتراس بالا نیز کاملا خطا رنگ بنف مشاهده می‌شود .,0
عجیب صفحه نما وجود بهره بردن پنل IPS ، عملکرد متوسط زوایا مختلف می‌گذارد نما .,0
حقیق سنسور تصویر کوچک ۱ / ۲ ٫ ۳ اینچ ندا ، شک نمی‌کرد دسته قرار ده .,1
قطر نمایشگر دستگاه ۳ ٫ ۵ اینچ رزولوشن ۴۸۰ X ۳۲۰ پیکسل می‌باشد .,1
عکس ایزو ۱۰۰ ۲۰۰ بدون نویز هستند فقط مقدار نویز کاسته شدن غلظ رنگ ایزو ۴۰۰ مشاهده می‌شود .,2
لبه گوش کاملا گرد می‌باشند لبه مستطیل مدل قبل کاملا تناقض .,1
کامپک ۶ هر نظر ZS کاملا معمول .,0
خطا بشکه نیز کمینه فاصله کانون ۲۵ سانتی خیل خوب کنترل می‌شود فلا داخل نیز نور مناسب عد ایجاد اثر سرخ چ عملکرد خیل خوب دارد .,2
متون فونت معمول استاندارد ۱۰ ۱۲ کاملا شارپ رنگ مشک عمیق هستند .,2
کسان تبل می‌خرند بخ عمده قصد فرو دارند عل کار مشکل کمبود فضا ذخیره اعلا کرده‌اند .,1
• ریجن کنسول بررو جعبه ( پ جعبه ) کنسول ذکر شده_اس راحت قابل‌تشخیص می‌باشد .,2
حال ایفون ۴ اس نگاه کنید بالا ویک پایین گوش صفحه نما نیس وقت وسط گوش خیره می‌شو صفحه نما پیدا می‌کن ضخام هر دو گوش ذکر ب .,0
۲ نداشتن باتر لیتیوم شارژ ۳ -نداشتن لرزشگیز ۴ -نا توان استفاده اپتیکال حال فیلم‌بردار مطالب حاصل ۱ ماه استفاده می‌باشد .,0
"اینک سایز نمایشگر ۳ ٫ ۵ اینچ افزا پیدا کرده رزولوشن ۴۶۰ , ۰۰۰ پیکسل ۰۰۰ می‌برد ۹۲۱ , بهره پیکسل دوربین کانن کیف کمتر دارد .",0
من لپ‌تاپ رو دو هفته خرید قبل اینکه بخر راجب خیل تحقیق کرد بین msi cx ۶۱ asus k ۴۵ vd اینو انتخاب کرد : hp ۴۵۴۰ -a ( دیج کالا ممنون خیل کمک کرد ) .,2
گوش بسیار عال هست فقط باتر ضعیفه .,2
کمینه نسب کانون نیز f / ۱ ٫ ۸ می‌باشد .,1
• باتر باتر لیتیو یون ۱۳۲۰ میل آمپر گوش استفاده‌شده ، حدود ۹ ساع مکالمه ممتد ب ۷۰۰ ساع حال آماده‌با پشتیبان می‌کند .,1
"من ۶ ماه گوش SII دا معایب IONکم طول میکشه انداز عاد کنید خوش‌دس بدون کاور خیل بزرگ نامناسب دس می‌شه دکمه پائین گوش کم بد زمان‌بر راحت شدن با نبود دکمه منو جا نامناسب دکمه پاور رنگ کم منو مقایسه S IIمحاسنوزن جنس خوب بدنه نسب SII دوربین کیف ثب عکس رنگ طبیع شفاف بالا نما عکس فیل نسب SII کل من SII یک به تجربه گوش حال حاضر چند روز ION خرید هنوز ارتباط لاز رو با قرار نکرد ول مرور خرید راضی می فقط کم انداز بزرگ نسب گوشی ۴ ٫ ۷ "" چیز نیس .",0
کاملا مطابق استاندارد نظام US MIL-STD- ۸۱۰ F- ۵۱۴ ٫ ۵ C- ۳ ، سطح بالا حفاظ اطلاع شما برابر افتادن اثر شوک تک همراه دارد .,1
نمره من ۱۰ گوش ۸ !,1
برخ کمپانی تولید اسکنر بسیار کوچک تح عنو اسکنر دست بازار معرف توانستند کمک بسیار شایان افراد مختلف بکنند .,2
خوب بله واضحه میلیون دلار اپل باب تبلیغ گوش خرج کرده باید یه جا بیاد کل نسب قیم کارا حد انتظار نداره ( مقایسه گوشی رده ),0
من گوشیو خرید ول زود فرختم شارز اصلا دوا نمیاره برا همراه بانک منو نداره نمیشه با کار کرد,0
چهارما : بزرگ شدن سنسور سیموس هیچ‌چیز برتر کیف تصویر جز کم تاثیر عمق مید جا نگذاشته انچن محسوس نیس  چه شما تصور ناش تبلیق دارید نیس .,0
لحاظ کیف حرف نداره ول لحاظ گرافیک دیگر رقبا یک عقبه ..,1
همانطور گفت دوربین NEX-VG ۱۰ مجهز سنسور ۲۳ ٫ ۴ x ۱۵ ٫ ۶ میلی‌متر ۱۴ ٫ ۲ مگاپیکسل موثر Exmor APS HD CMOS می‌باشد کیفیت سنسور تصویر سون .,2
یک ازمزایا هارد WD usb ۳ اینه موقع عد انتقال داده ، هارد حال sleep میره مز بزرگیه باعث عد استهلاک مصرف پایین انرژ میشه .,2
اینکه سیستم‌عامل S ۴۰ بسیار امک اندروید ندارد ، کارا عنو سیستم‌عامل گوشی سطح متوسط بسیار خوب .,2
حال سرع هر دو نسبتا ک ول صدا موتور هیچ کدا فیل شنیده_نمی‌شود .,2
همان‌طور قبل گفت ، لبه پایین کنار درگاه آذرخ ، بلندگو دستگاه تعبیه‌شده .,1
سامسونگ همراه لپ‌تاپ سر ۳ ، باتر ۶ سلول ارائه کرده_اس .,1
نظر من نظر سخ افزار تبل قدر مند ول کمبود برنامه ویندوز RT ضعف خیل بزرگ,0
چیپ گرافیک Adreno ۲۰۰ نیز عملکرد متوسط هنگا اجرا پرداز گرافیک بازی دارد .,1
بدنه ک ب شبیه دوربین سایبر سر سال گذشته کمپان بدنه فلز کاملا صیقل دارد .,2
متاسفانه کیف فیلم‌بردار دوربین VGA بد اصلا جا دفاع باق نمی‌گذارد .,0
یه LG optimus ۴ x hd p ۸۸۰ درس سو آیفون ۵ قیمتشه .,1
ممنون فقط دوربین جلو tx نامناسب تره حافظه داخل ک تره .,0
۳ روزه خریدم ، حرف نداره ، خیل خوش‌دسته ، سرعت خیل خوبه کیف صدا واقعا فوق‌العادس تن نکته منف شاید کیف عکس بردار باشه البته قابل‌قبوله ، کیف فیلم‌بردار خیل بهتره,2
تو همه بنچمارک تبلت رده خود مثل Ipad New شد جلو هس .,2
شاید فوق فوق تغییر خیل جزئ تو مدل جدید بدن .,1
حالیس مود ماکرو ، لنز می‌تواند فاصله ۰ سانت متر رو سوژه مختلف فوکوس نماید .,1
من دوربین رو خرید واقعا عال هس همه نظر مخصوصا فیلمبردار کیفیت واقعا حرف نداره,2
درسته ال‌ج ادعا کرده صفحه نما اپتیموس بلک درخشان صفحه نما جهانه بسیار باریکه خوبه بدونید همین صفحه نما Nova اصلا رنگ مشک رنگ تیره رو کیف نشون نمیده همین مورد رو وضوح تصاویر زوایا صفحه نما تاثیر بسیار ضعیف میذاره .,0
ایزو نویز مقدار بیشتر ۸۰۰ ، کاسته شدن غلظ رنگ جزئ ن می‌دهد .,0
همچون باز معروف Gears Of War ۳.,1
منو صفحه نما دوربین زبان مختلف رایج دنیا همچنین زب فارس دارد .,2
ظریف دوست‌داشتن .,2
بسته بند elite کنسول ؟,1
"یک‌ضرب المثل قدیم هس میگه « هرچقد پول بد همون قد آ می‌خور » مورد دوربین کامپک دوست‌داشتن صدق میکنه,و اون اینه بخاطر wide بودن قرار دادن محیط گسترده‌تر تو عکس هاش,وقت بخواین رو قسمت سوژه زو کنین ( مثلا رو چهره افراد ) شد کیف عکس ک میشه بقول دوستون حال آبرنگ پیدا میکنه رفع مشکل باید سوژه مورد نظر نزدیک شین ( اینصور خیل منظره رو دس می‌دید ) اینکه پول بیشتر خرج کنین .",2
سلا خدم همه دوس عزیز .,1
بسته بند خیل عال دیج کالا شده_بود .,2
نظر خوب میاد ول خدا کنه مثل بقیه سر گوشی نوکیا صدا طرف زنگ‌زده حال مکالمه اونطرف شنیده نشه,1
Samsung GALAXY Tab ۲ ۱۰ ٫ ۱ طور پیش‌فرض سیستم‌عامل اندروید ۴ ٫ ۰ همراه رابط کاربر همیشگ سامسونگ یعن TouchWiz بهره می‌برد .,1
دوربین همانند دیگر دوربین سر جدید A کانن ، توانا ضبط ویدیو ۷۲۰ p HD سرع ۲۵ فر ثانیه فرم AVI H .,1
درحقیق Galaxy S II جزو نخستین گوشی هوشمند پردازنده دو هسته می‌باشد ادامه باید منتظر گوشی بیشتر چنین پردازنده باش .,1
گوشیه خوبیه هر ک میگه بده چر میگه پوله خریدشو نداره اینجور میگه من آیپاد تاچ دا تما کارا اینترنتیو با انجا می‌داد ال iphone ۴ دیگه ترکونده واقعا من گوش رو دست ندید کار با راحته امکانات کامله منرو واقعا ارضا میکنه ممنون نقد مفصل شما کل معلوما اضافه مورد گوش باعث هر چه سریع بخرم ال ۳ gs دا همه محصول apple رو اوجه,2
سال اخیر اپل بار شرک سامسونگ همراه کپی‌بردار پتنت اپل « ظاهر حس » ا پد تلفن ادعا هوشمند آیفون شکا کرده_اس خواه پرداخ خسار ماد معنو تخلف شده_اس .,0
بازی سنگین نصب نکرد .,1
مثل لنز ۱۸ میلی رو دوربین DSLR غیر فول فر گذاشته_باشید .,1
سرع فوکوس خودکار دوربین بهترین نیس حال دیده .,1
ال ۱ هفته شده استفاده یک ، همه چیز خوبه بجز ۲ مورد می‌کن آدمو ناراح میکنه : باتر ن ۲۰ ساع کار میده استفاده نرمال کلید سخ افزار بعض مواقع باید ب ۲ _ ۳ بار فشار داد .,0
GZ-HD ۳ مد زمان کم دو ثانیه روشن می‌شود .,1
• سخت‌افزار نظر سخ افزار دستگاه استثنا .,2
فقط میمونه کیف صدا دوربین ، باید مشخص بشه ، بقیه موارد امتحانشونو پ کارشناس پس دادند .,1
درود محصول سامسونگ جه بسیار مطلوب قابل‌قبول بنده بعد خرید محصول متوجه شد اولا فاقد امک تصویر تصویر می‌باشد همینطور بعد استفاده عینک سه‌بعد توسط خود اعضا خانواده همگ دچار سردرد تهوع شد مقایسه محصول مشابه ال‌ج دارا عینک پسیو هستند معضل بزرگیس .,0
مود نورده اتوماتیک ، تنظ Twilight ، مود Sports مانند نیز دیگر امک دوربین شمار می‌روند .,1
عملکرد شرایط نور نامناسب تعریف چندان ندارد مقدار زیاد نویز تصویر مشاهده می‌گردد .,0
دوربین سامسونگ Galaxy Grand دوربین ۸ مگاپیکسل قرار داده_اس .,1
همه گوش رو توصیه می‌کن .,2
هارد ضد ضربه ضد آب نیس سرع انتقال داده ۱۰۷ ۱۰۹ ADATA داره رو نداره !,0
XR ۱۶۰ عمل فوکوس خودکار حت شرایط نور ضعیف خیل سریع دقیق می‌تواند انجا دهد .,2
پردازشگر قدر اجرا بازی سه‌بعد ندارند ول دکودر ویدیو آن شما کمک می‌کند بتوانید راحت تماشا ویدیو Full HD بپردازید .,2
تبل پردازنده چهار هسته ۱ ٫ ۶ گیگاهرتز داره تبل ۷ ٫ ۷ اصلا قابل‌مقایسه نیس .,1
البته فن‌آور Clear Image Zoom می‌تو بیشینه زو اپتیکال بدون کاه محسوس کیف تصویر صور مجاز ۱۰ برابر افزا داد .,2
دستگاه ابعاد اندازه ۲۸ × ۱۵۲ × ۲۳۰ میلی ۹۰۰ گر وزن دارد .,1
شاید ظاهر فرکانس س تگرا اینفینیت بالا باشه همانند اچ ت س ایکس عمل اکسینوس ۴ ضعیف عمل .,0
سلا تلویزیون پلاسما عمر کمتر نسب led همین طور برابر کمتره ضمن گرما بیشتر دارن ول اگه دنبال بالا قیم پایین می‌گردین مورده نسبتا خوبیه توصیه رو بالا ببرین led اگه پلاسما خریدین حتما خیل مراقب ضربه آب ..,0
سلا غیر اندروید جدید دو گیگ چیز قابل توجه مدل ۷ ۷ اینچ مال دوسال پیشه سامسونگ داره پس رف میکنه,0
همین چند ماه پ سون ، گوش نا Xperia Tipo معرف کرد ، ز Tipo گوش اندروید سطح مبتد کاربران معرف کرد قصد دارند گوش نسبتا جمع جور قیم ارز داشته_باشند .,1
تشکر سا خوب دیج کالا,1
عملکرد باتر مدل مختلف بسته سایز صفحه نما نوع سخت‌افزار داخل ، متفاو کل شارژده باتر راض بود .,2
کیف ضبط صدا میکروفون نیز خیل خوب هرچند گاه اوق نظر می‌رسد فقط صدا جلو ضبط می‌کند کار طرفین ندارد .,2
هرچقدر فرکانس پرداز بالا باشد دما دستگاه بالا می‌رود !,1
نوت‌بوک نمایشگر ۱۴ ٫ ۱ اینچ LED رزولوشن ۷۶۸ × ۱۳۶۶ پیکسل نسب تصویر ۱۶:۹ بهره می‌برد .,1
طرحشو تغییر نمیده ؟,1
مصرف باطر کم زیاده اگه . اهل باز نباشید مشکل برنمیخورید زیاد,0
بدین صور عکاس کافیس دوربین سم سوژه نشانه بروید دکمه شا بفشارید به کیفیت عکس گرفته_شود .,2
همانطور گفت عملکرد دوربین سنسور تصویر APS-C فوق‌العاده کیفیت حد دوربین DSLR دارد .,2
من قصد خرید دا ول همه داغ کردن وهنگ کردن ناراض بودن تصمیم عوض .,0
مود اتوماتیک هوشمند افرادیس قصد دارند دوربین صور اتوماتیک عکاس کنند .,1
نه خیل ساده ، ول حال لذت‌بخ .,2
شرک ایسوس تایو مسئله رو ب کرد دشواری می‌خورن ما رایگ عوض می‌کن نزدیک ۱ ماه هس گوش شرک آو هس کار واس نمی‌کنند .,0
ضمن تو شب خیل عال فیل می‌گیره .,2
۴۵۴۰ توجه سوییچ کردن گرافیک فشار زیاد گرافیک قدرتمند AMD نمیاره .,2
تو رنج قیم هیچ گوش قابلیت وجود نداره .,2
اینکه فرامو کردن نما خامو روشن بودن نامبرلاک چراغ قرار بدن فقط کپس لاک چراغ تعبیه‌شده بد همه اینکه قرار داشتن هارد سم چپ ترکپد باعث داغ شدن ب حد تاچ پد میشه منو نسب محصول سر بیزنس مایوس کرد ، پس حتما قبل خرید آنلاین سع کنید حد المقدور درس بررس کنید بعد پشیمون نشید,0
کار کردن کیبورد گوش خصوص داشته_باشید عمود نیاز کم تمرین دارد مخصوصا انگ بزرگ حال .,0
اکثر اکسپریا همین مشکلو دارن .,0
اون زمان من اینو خرید آیپد ۳ ارزون ول هیچ وق کارا امک تبل رو نداره همین من تبل رو خرید خرید کاملا راض هس .,2
نسب پول میدین پردازند ول پردازنده گرافیک باز اصلا نیس صفحه وب گرد نیس خود سال گوشیو,0
سلا دوس خوب من گوش رو ۲ ماهه دار استفاده می‌کن به بگ لذ می‌بر نتیجه عملکرد گوش خوش‌ساخ رو براتون میگ ب با آشنا بشین نظر سایز عبارت ابعاد صفحه نما دوستان دنبال گوش نه زیاد بزرگ نه زیاد کوچیک هستند حال حاضر به ۴.,2
البته اتصال داک کیبورد وزن آن‌را ب دو برابر افزا می‌دهد ، حال هنوز وزن ک ۱ ٫ ۱ کیلوگر وزن بسیار مناسب دارد .,2
منصفانه نیس بگو ساخ Galaxy Note ۸ بی‌کیف نا امید کننده ، ول قرار گرفتن بین تبلت بر دنیا ، کم نامناسب .,0
حال Idle ول دستگاه دما پایین همه نقاط خوب حفظ می‌کند ول تح استرس کامل هرچند ب نقاط خیل خنک می‌ماند ، دما قسم باتر کم زیاد می‌شود .,0
صفحه ۴ اینچ ردیف برنامه اضافه‌شده ضمن اپل مثل اکثر برند نیس هر موبایل رو قیافه بده بیرون اپل می‌خواهد شکل اولیه خود رو حفظ کنه .,2
من اسکنر رو چند وقتیه خرید .,1
راجع سخ افزار بگ گرافیک عالیه حت واسه کارا سنگین .,2
نظر من گوش سون xperia Z سر htc .,0
نظر من دوربین قیمت اصلا نداره,0
بله من هم‌صدا کمه من مه نیس .,0
سوما : تصویر فیلمبردار شده تما شرایط تصویربردار اصطلاح عام فر فر همانند دوربین گوشی موبایل .,1
سم راس گوش کلید کنترل صدا ، سم چپ درگاه microUSB نهایتا قاب پشت گوش دوربین همراه بلندگو چ می‌خورند همراه لوگو سون ، زیبا گوش افزوده‌اند .,2
