text,true_label,predicted_label
گوش رنگ استایل مختلف نیز عرضه می‌شود زیر نمونه رنگ مشاهده می‌کنید .,Positive,Neutral
نسب امکانات داره همچنین مخصوصا اندروید ۴ ٫ ۱ نظر من تو رده خیل بد نیس .,Neutral,Positive
یه چیز داره هیچ گوش ا نداره اون یه اس گوگل هس .,Positive,Negative
بنابراین کیف عکس تولید شده توسط دوربین انتظار خیل زیاد دار .,Neutral,Positive
سلا من ۵ ماه هس گوش استفاده می‌کن قبل بگ من قبل اینکه گوش رو خریدار کن گوشی سامسونگ خو نمی‌اومد وقتی‌که گوش گالکس اس ۲ رو دید تجربه کرد البته وقت اون رو اندروید ۴ ارتقاع داد باور نمی‌شد همون گوشیه واقعا نظر گرافیک جالب شده_بود .,Neutral,Positive
فوکوس دوربین ، فقط نوع خودکار .,Neutral,Negative
سیستم‌عامل آندروید : *برا هرسلیقه *برا هر سطح جامعه هر تو مال *برا برنامه نویس مبتد حرفه *ورود جامعه متن باز *ارز قائل شدن نظر سلیقه افراد *انعطاف پذیر سیستم‌عامل آندروید شما می‌توانید مقدار متوسط پول نوع گوشی آندروید بخرید امتح کنید .,Positive,Neutral
پیش‌زمینه اهال سا همه عاشق فناور هستند کار کردن گجت لذ می‌برند می‌خواه نقد خرید گوش هوشمند بنویس : دارین نوشته رو میخونین یعن قصد خرید اسمار فون دارین HTC one x plus یک گزینه هاتونه .,Neutral,Positive
کل باید گف P ۵۲۰ نسب P ۵۱۰ آپدیت ملا محسوب می‌شود .,Neutral,Positive
X ۱ - ۰۰ به گوش کسان شارژ موبایل اهم می‌دهند ۱۴۶۶ ساع شارژ استند با ، هیچ‌گاه طور رسم وارد ایر نشد مدل دو سیمکارته X ۱ - ۰۱ شارژ کمتر نگه می‌دارد طور رسم وارد کشور ؛ آنه دو رنگ نامناسب نظر من ، قرمز آب مدل تک سیمکارته ۲۰۶ دارا ۱۱۳۲ شارژ استندبا .,Neutral,Negative
قسم جلو تبل هیچ‌گونه کلید فیزیک وجود نداشته اکثر فضا جلو تبل صفحه نما پوشانده_اس .,Neutral,Positive
همچن کاربر گوش شاهد خانگ هست امک حذف هیچ کدا وجود ندارد .,Negative,Neutral
) میتونن کم هزینه ب گزینه بهتر واستون باشند !,Neutral,Positive
اپل قول داده باتر گوش حال شبکه ۳ G وصل باشد می‌تواند ۸ ساع شارژده کند حدود ۱ ساع ب نسخه پیشین .,Positive,Neutral
کیف ساخ .,Neutral,Positive
صفحه‌نما کیف پایین داره ول عجب اسپیکر داره /,Neutral,Positive
آ یعن ج پ آر شرایط وجود داره تبل بخوره تبل GSPAD X ۷ قابل نصب سیم‌کار رو,Negative,Neutral
دومین تغییر مه دوربین کار گیر پردازشگر تصویر DIGIC ۵ بوده_اس .,Positive,Neutral
بخرین پشیمون نمیشین البته باید راهنمایی دیج کالا تشکر کن,Neutral,Positive
زیبا چند گوش نسبتا خوب نظر کیف ساخ هر ارز خرید نمیتونه LG Optimus ۴ X HD P ۸۸۰ برسه .,Negative,Positive
مجموعه گردو دارا قفل نیس کاربر صور نیاز می‌توانند نرم‌افزار کپ جا دیگر استفاده نمایند .,Positive,Neutral
گوش رو دس تراک Sony s ppi هس رو بیاره حت LG optimus g تراک نتونس .,Negative,Neutral
البته آن فقط سم بالا چرخ می‌کنند .,Negative,Neutral
عقیده من Apple می‌توانس آیکون بهره ببرد تما صفحه بگیرند,Negative,Positive
امر HP قابل باریک سبک Sleekbook طریق کوچک کردن سیس خنک‌کننده باتر دستگاه فراه کرده_اس .,Neutral,Positive
HTC سامسونگ تو حدود قیم گوشی مراتب بهتر دارن,Neutral,Negative
جلو ه قدیم گوشی ال‌ج اچ ت س رو حفظ کرده,Negative,Neutral
همون آیفونه بدون جا سیمکار,Neutral,Negative
وزن Xbox ۳۶۰ Slim نیز مقدار Xbox ۳۶۰ ک شده_اس .,Positive,Neutral
محصول اپل کسا هس دیگه iOS عاد کردند ول باید نیس گوش تقریبا هیچ مورد به گوش دنیا گف .,Negative,Positive
میگن گوش باتر ضعیفه جیو اصلا باتر نداره .,Positive,Negative
همچنین اندازه بزرگ ( دزدیدن آسان نگه‌داشتن دس سخ می‌کند حال نگه‌داشتن آیفون دس بسیار آس دلنشین ) .,Negative,Positive
ایفون رو همه اندک مشکلات میبینن نمیگن چقدر طراح ابتکار عمل بکار رفته - سرع پردازند ۲ برابر شده دوربین ایفون ۴ کل نوکیا سون .,Neutral,Negative
باتریباتر لیتیو یون استفاده‌شده گوش توانا ذخیره ۱۵۰۰ میلی‌آمپر انرژ فراه می‌نماید .,Neutral,Positive
والا ما زو کرد ول کیف عکس خراب نشده .,Neutral,Positive
نکته : داشتن بلوتوث سریع نسخه ۴ ٫ ۰ ، قابل عکاس حین فیلمبردار البته بهره‌مند Beats Audio ، سه برتر نسب دو گوش نسب رقبا ترازشون داده ، ول متاسفانه هر دو گوشی فاقد دوربین جلو ( دوربین مکالمه ویدیو ) هستند .,Neutral,Negative
ول درباره چیپ س نمیدون Exynos قو تره S ۴ ول میدون Intel هردو بالا تره .,Neutral,Negative
وزن لپ‌تاپ بسته ابعاد مانیتور بین ۱ ٫ ۲ ۲ ٫ ۶ کیلوگر متغیر ول کل وزن استاندارد هستند .,Positive,Neutral
نمیدون تلویزیون صفحه‌کلید بی‌س پشتیبان میکنه نه !,Neutral,Negative
وقت دوربین رو مود قرار می‌دهید ، دوربین شما دستگاه کاملا خودکار تبدیل می‌شود .,Positive,Neutral
برخلاف گفته یک دوس : تحمل ضربه تلویزیون پلاسما ۸۰ برابر ال سی‌د هس .,Neutral,Negative
تشکر دیج کالا گوشیه خوب ظاهر زیبا ندارد متاسفانه نظر سخت‌افزار قو,Positive,Negative
XR ۱۶۰ دلیل هارد دیسک داخل دارد بزرگ سنگین CX ۱۳۰ CX ۱۶۰ .,Neutral,Negative
۴ _ کیف ساخ تراک پیکسل متوسط صفحه نما .,Neutral,Positive
گوشه سم چپ بالا صفحه نما آیکون گوگل مشاهده می‌نمایید واقع میانبر دسترس سریع سا گوگل می‌باشد .,Neutral,Positive
همین مناسب عکسا کیف محشر میگیره حال ماکرو فوق العادس یک دیگه معایب اینه سوژه عکسا خوب ثب نمیکنه چ ور درس ضمن تو زو اپتیکال بالا واقعا نویز زیاد داره چه برسه زو دیجیتال,Negative,Positive
کل نظر ارز قیم رو .,Negative,Positive
هدف نام‌گذار کنسول نا XBOX ۳۶۰ کنسول نه‌تن نیاز مربوط باز کاربر مرتفع می‌سازد ، بلکه توانا دارد عنو مرکز چند رسانه Multimedia Center خانه مورد استفاده قرار گیرد صور ۳۶۰ درجه ( جامع ) نیاز دیجیتال کاربر مورد پوش قرار دهد .,Positive,Neutral
قدر ipad ۲ کوچک,Neutral,Negative
من گوش رو سفار داد ول هنوز بدس نرسیده رو کاغذ مشخصات نسب قیمت توجه دوس کار بودن ، cpu دوهسته ، صفحه ۴ ٫ ۳ اینچ ، دوربین ۸ مگ ، حافظه داخل ۴ گیگ .,Positive,Neutral
مدل wifi تن چیز ک دا ۳ g .,Neutral,Negative
A ۸۱۰ ارزان‌قیمت دوربین سر دوربین کانن .,Neutral,Positive
مدل دارا تجهیزات تکمیل اتصال فر ، داشبورد ، کلاه بدنه خارج انواع وسائط نقلیه قبیل اتومبیل ، موتورسیکل ، دوچرخه ج اسک .,Neutral,Positive
موبایل کاربر استفاده‌کننده معمول عالیه فقط باطر نسبتا ضعیف دارد ، عرض ۲ ساع شارژ می‌شود حال استفاده معمول ( پیامک تلفن ) سه روز کار می‌کند .,Neutral,Positive
ثبت‌نا آنلاین محصول ADATA می‌توانید امن بصور رایگ برخوردار شوید .,Neutral,Positive
درسته او اس .,Neutral,Positive
برنامه نو .,Negative,Neutral
شماره‌گیر هوشمند براحت رو نصب میشه .,Positive,Neutral
گوش حرفه‌ای ندید .,Positive,Negative
طراح ساخ طراح گوش اصلا دیگر گوشی معروف سامسونگ بیگانه نیس .,Neutral,Positive
ول هر ز گوش دا دو آ سرآمد ز شمار می‌رف ، اینکه مجموع ارمان مدنظر تجربه شخصی کاربریه ایده آل پیدا کرد استفاده روزانه انعطاف‌پذیر مهم خصیصه یه گوش همراه !,Neutral,Positive
هرحال نو ۲ به ایفون ۵ هست,Neutral,Positive
دستگاه دو رنگ مشک نقره عرضه‌شده .,Positive,Neutral
مدل پس یعن X ۱۰ نیز ویژگی دیگر اضافه‌شده بودند علاوه رفع نواقص مدل پیشین ب مناسب عکاس مبتد کرده_بود .,Neutral,Positive
البته نانو سیم‌کار ایده جدید بوده ول خیل صدا نکرد .,Neutral,Positive
کل بسیار جالبیه ولی ایراد درس,Negative,Positive
خوشبختانه دوربین هنگا قفل نمی‌شود می‌توانید عکس بعد بگیرید .,Neutral,Positive
معمولا فوجیتسو سع میکنه بقیه برند ارزون باشه ول باز باید صبر کن .,Neutral,Negative
امیدوار قیم مناسب داشته باشه .,Neutral,Positive
وا پسر ۵۰ x زو اپتیکال فکر نکن دیگه کانن تو بخ سوپر زو رقیب داشته باشه البته باید کیف عکس رو مدل نیکون مقایسه کرد !,Positive,Neutral
zl مقایسه ۵ اینچی دیگه مثل باترفلا سونیz یه بکنید ببینید چقدر بزرگتره .,Negative,Neutral
تکرار می‌کن سنسور تصویر کوچک نبود دوربین رده کامپکت سطح پیشرفته قرار می‌داد .,Neutral,Negative
همین دلیل لاز گوش تمیز کنید .,Negative,Neutral
حال استفاده عاد دو سه روز دوو میاره .,Positive,Neutral
لحاظ گرافیک iPhone ط ۷ سال امتح خودشو پس داده ثاب کرده گرافیک هر گوش android  ب .۲.,Positive,Neutral
رزولوشن ۱۱۳۶ x ۶۴۰ پیکسل صفحه نما لذ ببرید !,Positive,Neutral
دیگر قابلیت فوکوس لمس می‌باشد ، بدین ترتیب رو هر سوژه خواستید فوکوس شود کاف طریق نمایشگر رو لمس کنید .,Positive,Neutral
یعن بازی خیل سنگین اف فر داره اور کلاک درس میشه .,Neutral,Negative
طور استفاده فن‌آور نوین Palm Proof ، تاچ پد توانا تشخیص بین ضرب انگ کلیک ضرب انت کف دس دارد ضرب انت کف دس ترتیب اثر ندهد .,Positive,Neutral
فقط اچ پ,Neutral,Negative
بجز هیچ mp ۳ player ا نخرین اپل بهترینه .,Positive,Negative
وجود رقبا سر سخت مانند Samsung Galaxy S III HTC One X ، نظر می‌رسید اپل تبدیل شدن به ، کار بسیار سخت پ دارد .,Neutral,Negative
هر چند گوش نسبتا خوب نظر کیف ساخ زیبا ارز خرید نمیتونه LG Optimus ۴ X HD P ۸۸۰ برسه .,Negative,Positive
یه مقایسه ۵ اینچی باترفلا zl بکنید ببینید چقدر بزرگتره .,Negative,Neutral
خداکنه تو ایر میاد قیمت همون خوب باشه !,Neutral,Positive
Surface RT وجود نسخه ویندوز ۸ آر ت ، فقط قادر اجرا برنامه پردازنده ARM ساخته‌شده باشند .,Neutral,Negative
پس درخواست بسیار کاربر آندروید چشیدن طع سیم‌کار رو تبلت ، بالاخره گوگل امک استفاده سیم‌کار همراه فضا ذخیره ب ( ۳۲ GB ) درون سوگل محصولات فراه کرد .,Neutral,Positive
من خود ترجیح می‌د یه تبل خوب بگیر فا وا طریق گوش سینک کن .,Negative,Neutral
سیس خنک کنندگ G ۵۸۰ یک نقاط قو اصل .,Positive,Neutral
بعد آپد مشکل داغ شدن نظر ب ۷۰ درصد حل‌شده .,Neutral,Negative
یعن صرفه‌جو اساس هزینه !,Positive,Neutral
نظر من اپل میتونس کم تاخیر گوش رو بده بیرون خیل پیشرفته تر کنه .,Neutral,Positive
تماشا فیل طریق USBبا قابل ConnectShare Movie کاف درایو حافظه USB تلویزیون وصل کرده فورا فیلم ، عکس آهنگ دلخواه لذ ببرید .,Neutral,Positive
اولین نکته می‌خواه رابطه تبل بگو اولین تبلتیس دارا گواه PlayStation .,Positive,Neutral
هرچند رزولوشن پایین نمایشگر Retina iPhone ۴ ول وجود بزرگ بودن ، کیفیت تقریبا برابر ارایه می‌دهد .,Neutral,Negative
صورتیکه آیپد مشکل محدودیت بسیار ایر دارد مشکل ایر زودی حل نخواهد_شد .,Neutral,Negative
یعن طیف وسیع کاربر رو نشونه میگیره .,Neutral,Positive
لحاظ کیف گوش بد نیس امکانات معقول حد تلفن نه اسمار فون .,Positive,Negative
عال بنظر میرسه فقط یک باب رزولوشن ۴۸۰ * ۸۰۰ صفحه ۴ ٫ ۳ مطمئن نیس,Neutral,Negative
CPU بلک ضعیف CPU تک هسته بازاره برابر CPU Scorpion خیل ضعیف تره .,Neutral,Negative
لپ‌تاپ شیک عال هس نظر پر نیس,Negative,Positive
عال هس فقط pdf نداره کیبورد نامناسب زاویه‌دید ک نظر دیگر دیدگاه دیگر بی‌نظیره حت قیم بالاتره بهتره,Neutral,Positive
همچنین چندین ویج کاربرد استفاده کاربر صور پیش‌فرض رو گوش قرار داده‌شده .,Positive,Neutral
"-تو اجرا ویدیو سنگین انقدر فکر می‌کرد خوب نبود -عقب گوش مخصوصا مشک خیل حساسه یعن جور ناخن خط میوفته بغیر دو حالا معرکه بوده باور کنین قبل خرید هر چ گوش بوده کار کرد galaxy s ۳ ,one x,xperia z ول iphone ۵ همشون راح سریع ول کسا حوصله سر کله زدن itunes رو ندارن توصیه نمی‌کن .",Neutral,Positive
دیج کالا باب توضیح جامع مورد ممنون,Positive,Neutral
سلا اگه واقعا کیف پایین صفحه نما جنس بدنه پلاستیک تبل نظر شما عیب محسوب نمیشه مشکل نیس بخرید فقط قبل کم جستجو کنید شاید قیم کم بالا بتونید یه تبل به بگیرید نظر من تبل Sony experia z زود وارد بازار ایر میشه یک بی‌نقص هاس شاید به باشه .,Neutral,Positive
فقط توصیه میشه کمه ک یه ر ۸ سرع بالا رو بندازید .,Neutral,Negative
ول حداقل نسب مدل مشابه خود تو برند سامسونگ یعن گالکس اس دو س نظر سخ افزار بهتره ارزونتره .,Positive,Neutral
ویدیو ۷۲۰ p راح پخ میکنه ۱۰۸۰ p رو نه .,Positive,Negative
۶ - مشکل باطر تقریبا معن نداره .,Neutral,Positive
کل مقدار دستگیره بزرگ‌شده .,Neutral,Negative
ادعا می‌کند باتر چند تفاوت ندارد ، ما هست .,Negative,Neutral
یک مه به امک اضافه‌شده GALAXY Tab ۲ ۷ ٫ ۰ سیستم‌عامل .,Positive,Neutral
مورد دیگه باید بگ Android v ۴ ice cream sandwich گوش  هس رمشون ۱ Gbباشه زیاد اپد اندروید دق نکنید توصیه می‌کن کسا میخو اپد کنن زیاد خدشون رو دردسر نندازن همین جور ورژن بزارن شانس هس ممکن هس بخوره ممکن هس نکنه اگه یه جستجو اینترن کننین می‌بینید مشکل زیاد بد نوع گوشی پ امده .,Negative,Positive
قالب‌گیر آلومینیو پلاستیک سطح نانو استفاده تزریق پلاستیک ، طور عمل می‌کند گو پلاستیک ریشه درخ آلومینیو عمیقا رشد می‌کند .,Neutral,Negative
امر ممکن ابتدا باعث شود احساس خوب تایپ کردن کیبورد لپ‌تاپ نداشته_باشید ول طبیعتا مرور ز هنگامی‌که کلید عاد کنید ، می‌توانید سرع بالا خطا تایپ ک Sleekbook تایپ کنید .,Positive,Neutral
حال صفحه‌کلید بیش وارد کردن اطلاع متن کاربرد دارد نمی‌تو اجرا باز استفاده کرد .,Neutral,Negative
همین دلیل هس ایزو ۲۵۶۰۰ افزایش‌یافته .,Positive,Neutral
صفحه ۴ ٫ ۵۵ اینچ آیون رنگ رو واقع زنده نشون !,Negative,Neutral
حرک می‌تواند کج کردن دستگاه صور گیرد .,Neutral,Negative
من new ipad TF ۷۰۰ T تجربه کرده قاطعانه شما می‌گو ایپد چیز دیگه لحاظ قیم تقریبا برابر هستند نظر من می‌خواهید پول خرج کنید نظر من ایپد به تبل جه TF ۷۰۰ T هر تبل دیگر خیل بهتره یادتون باشه اندروید گوش موبایل خوبه نظر من موبایل ios بهتره ول مورد تبل خیل بهتره زیرا تبل استاده بیشتر سخت‌افزار می‌کنید تبل تنوع کیف نرم‌افزار خیل مهمه .,Neutral,Positive
بعلاوه می‌تواند طور کامل ۱۸۰ درجه بچرخد بتوانید عکاس Self Portrait نیز انجا دهید .,Positive,Neutral
واقعا شگف انگیزه ول واقعا شخص ساز پایین رقیب اندرویده محدودیت همچون نصب انلاین نرم‌افزار رادیوبلوتوث غیر فعال خیل چیزا .,Negative,Positive
آیفون ۵ مجهز LTE ه ۴ Gاس مدل قبل فاقد فناور بوده_اس البته ما ایرانی داشتن نداشتن تفاوت ندارد !,Neutral,Negative
دوربین گوش مجهز تشخیص چهره فوکوس ثاب داره سیس عامل گفته نوکیا سال ۲۰۱۲ سیستم‌عامل بل آپد میشه .,Positive,Neutral
میگن سوپر اسمار .,Positive,Neutral
نظر من تن مزایا xbox نسب ps ۳ زود هک شدن بازی  هس ول نظر سخت‌افزار ps ۳ سر گردن بالاتره,Neutral,Positive
نسخه ۴ ٫ ۱ اندروید تغییر زیاد نسب نسخه قبل داشته ، کمپان سامسونگ نیز ویج  استفاده کاربر افزوده_اس .,Positive,Neutral
""" رنگ آلومینیو رخ می‌کشد آلومینیوم رنگ رخ می‌کشد .",Neutral,Negative
سلا درانتخاب برند آیفون عنو بر شک نیس امک گوش بالقوه زمانیکه ما پرسرع برخوردار یک امکانات تاکنون فعال قابل مکالمه رایگ آیفون آیفون هس .,Negative,Positive
ضمن کیف صفحه گلکس نو ۱۰ ٫ ۱ خیل اسوس اینفینیت فرق نداره حال امکانات بسیار تبل بهتره !,Neutral,Positive
گوشیه خوب شیکیه / ول خیل صرفه نیس,Neutral,Positive
ما حال شاهد چنین پدیده نبود معمولا هرگاه فلا احتیاج صور خودکار بالا می‌آمد .,Neutral,Negative
اینترن گرد گوش کار خیل پسندیده نیس ول حال تو صفحه ۴ اینچ کار واقعا لذ بخشه ول لذ اینترن گرد تو تبل رو اصلا نداره .,Neutral,Positive
مگا پیکسل بالا باعث نویز ب تو عکسا میشه البته توجه اندازه حسگر .,Neutral,Negative
۱ -صفحه نما ۴ ٫ ۳ اینچ بزرگ .,Positive,Neutral
نظر سرع س پ یو ، حافظه ر ، سیستم‌عامل دو س کارته همز باتر بسیار عالیه ( نسب قیم ) ول ایراد بزرگ داره اصلا قابل چشم‌پوش نیس اون بودن ضعیفشه .,Negative,Positive
مزایا صفحه نما کیف تراک پیکسل بسیار بالا نیز اضافه کنید ، تن نقطه‌ضعف گوش دوربین خواهد_بود .,Positive,Negative
حالیس Beats Audio مدل قبل موزیک پلیر استاندارد گوش محدود !,Neutral,Negative
علاوه گوش تکنولوژ Beats Audio بهبود کیف صدا خروج طریق هدفون استفاده می‌شود .,Neutral,Positive
حالیه پول میتونید یه تبل خوب داشته_باشید یه . خیل خوب گوش,Negative,Positive
مانند دیگر SuperAMOLED ، رنگ صفحه نما بسیار عمیق زنده نما داده_می‌شوند .,Positive,Neutral
سبک زیبا فقط ۱۰۰ گر ۳.,Positive,Negative
خلاف Windows ، برنامه سیستم‌عامل OS X باید رزلوشن بالا طراح شوند غیر صور اصلا ظاهر خوب نخواهند_دا .,Neutral,Negative
قسم پشت دستگاه نیز ه شیشه بسیار مقاو جلو ساخته‌شده لنز دوربین ۵ مگاپیکسل ، فلا LED البته لوگو Apple قرار گرفته‌اند .,Positive,Neutral
ابعاد وزن تقریبا ه باقی‌مانده تغییر ظاهر نسبتا کم بین دو مشاهده می‌شود .,Neutral,Negative
وجود پور usb میتونس خوب باشه .,Neutral,Positive
لاز ذکر خارج کردن شیار میکرو سیم‌کار باید پین سوزن استفاده کنید .,Neutral,Negative
خود یه اچ پ مین دار حدود ۵ ۶ ساع راح جواب میده اون سخت‌افزار صفحه نمایش غول نیس .,Neutral,Positive
برخلاف مدل P ۵۱۰ نمایشگر چرخنده فقط توانا گرد سمت بالا پایین دا ، نمایشگر چرخنده P ۵۲۰ دارا لولا قسم سم چپ می‌تواند سمت مختلف گرد کند .,Positive,Neutral
( چه اندازه تنوع نر افزار اندروید نیس حال حاضر رشد بسیار سریع دیده_می‌شود حتا ممکن آینده اندروید پیش بگیرد .,Neutral,Positive
تصاویر نویز کم می‌بینید .,Positive,Negative
شاید راه حل داره من پیدا نکرد .,Neutral,Negative
۱ - ۲ بار خود خامو همینجور جز اون اصلا نه هنگ کرده نه چیز دیگه .,Neutral,Negative
همچنین چیز نگاه نخس ممکن نظر برسد سبک وزن تن ۴۵۰ گر هم‌وزن X ۱۰۰ می‌باشد .,Positive,Neutral
پردازنده لطف بهره‌گیر تکنولوژ Hyper-Threading قابل ایجاد دو هسته مجاز دیگر داشته می‌توانند صور چهار هسته کار کنند .,Positive,Neutral
پردازنده دو هسته تلویزیون نسل جدید سریع فن‌آور چهار هسته تغییر دهید .,Neutral,Positive
برچسب ال س د گیر نیومد یه معمول انداخ فعلا .,Positive,Negative
سلا دوس خسته نباشین من اومد اینجا خیالتون رو مورد گوش راح کن اومد گوش زیر ذره‌بین بذار بررس مختصر گوش براتون بذار قبل بررس بگ اطلاع کاملا تجربه چند روزه خود گوش یعن اینکه اطلاع سایت دیگه کس دونه نشده پس هر آنچه می‌خوانید همان گوش خوب بر سراغ بررس وسایل جانب داخل کارتن بازگو هدس بی‌کیف شارژر کابل usb مشخص کلا مشخص گوشی هواو تو هر سایت متفاو هر جا چیز گفتند تو سایت داخل چیز تو سایت خارج چیز دیگر .,Negative,Neutral
• جمع بندیSleekbook جزو باریک سبک نو بوک ساخته‌شده تاریخ .,Positive,Neutral
من قبلا ۳۶۰ دا نظر فراوان باز رو dvd رایت خیل خوب گرفتار ریختن باز رو هارد رو نداره ول بخاطر درایو dvd هس باز ساز مجبورن ۳۶۰ باز پایین بیارن باز ساز بار موضوع اذع کردند مثل namco tekken ۶ کیف باز ps ۳ بالا لذا جه جه بازی انحصار ps ۳ داره گرد پا ps ۳ نمی‌رسه من حج رو رد کرد ps ۳ گرف خیل نسب xbox کارایی بهتره مخصوصا ال cfw ۴ ٫ ۳۰ اومده همه بازی به کیف ممکن سازندگ اجرا می‌کند,Negative,Positive
طرز شگف آور حال انتظار نداشت ، دوربین توانا فیلم‌بردار رزولوشن ۷۲۰ p HD دارد .,Positive,Neutral
بدین صور شما دستگاه هر طریق دس بگیرید صفحه نما نیز می‌چرخد .,Neutral,Positive
سلا عرض اراد تشکر خاطر ارسال سریع درس کالا .,Positive,Neutral
شاید نقطه‌ضعف نما بتو زاویه دید عمود محدود دانس طور کم بالا پایین صفحه کنید ، اف چشمگیر کیف تصویر مشاهده خواهید_کرد .,Negative,Positive
شاید نگاه اول نظر شما رزولوشن پایین باشد ، خصوص مقایسه رزولوشن چاپ اسکنر دستگاه .,Neutral,Negative
گوش خوب منت تازه وارد,Neutral,Positive
تما گوشی دو سیم‌کار رو تو همین سا بررس کرد ۴ گوش خو اومد .,Neutral,Positive
ممنون دیج کالا بخاطر تحویل سریع آس .,Positive,Neutral
کنفرانس اپل گفته_شد ۴ S یکس ول یقینا تو ایر بیارن گرون .,Negative,Neutral
کانن تنظ Easy Mode جا داده_اس علاوه مود Smart Auto می‌باشد توانا تشخیص صحنه سوژه دوربین می‌دهد .,Positive,Neutral
پهنا گوش کاملا اعتقاد اپل سایز ۳ ٫ ۵ ال ۴ اینچ استاندارد صفحه نما کار دس .,Negative,Neutral
همین ایسوس خود خیلیه .,Neutral,Negative
اگه یه پخش‌کننده موسیق همه‌کاره می‌خواهید هزینه  دارید .,Neutral,Positive
قابل دیگر اضافه‌شده قابل عکاس پانوراماس شما امک می‌دهد عکس کیف ۲۸ مگاپیکسل نیز ثب نمایید .,Neutral,Positive
مورد اکثر برنامه دیگر همچنین بازی ، سوئیچ پویا صور نمی‌پذیرد بلکه باید بعد قرار دادن گوش رو تبل ، مجددا برنامه اجرا نمایید .,Negative,Neutral
یک قسمت محصول دیجیتال ، همواره اهم ویژه ایسوس برخوردار بوده_اس ، کیف صوت دستگاه .,Neutral,Positive
یه دیگه منو مورد دستگاه رزولوشن نما اونه واقعا قابل حس .,Negative,Positive
همه چیز خوبه تن مشکل گرافیک هس ۳ D ساپور نمیکنه .,Neutral,Positive
اع خوبی بد  .,Neutral,Negative
تن طور کل محصول گرف اینه تو کشور ما ورود محافظ صفحه یک‌لایه نازک شفاف هس مد گو لاز افسوس چیز جز پایین اوردن کیف ندارد,Negative,Positive
نسب کارا دستگاه قیمت خیل مناسبه ول یه چیز یه ک صدا زیاد بلنده .,Neutral,Positive
گوپرو ادعا می‌کند شارژده باتر چند تفاوت ندارد ، حال ما مشکوک هست .,Negative,Neutral
ول کا طور پیش‌فرض سیستم‌عامل اندروید ۴ ٫ ۱ دا .,Negative,Neutral
ال‌ج قدر خودشو ثاب کرد تولید ۲ گوش جدید نام optimus g nexus g میتونه گو سبق رو سامسونگ بگیره .,Positive,Neutral
برخ برنامه پیش‌فرض رو گوش باید دنبال جایگزین بگردید .,Negative,Neutral
من اول آیفون ۴ S خرید فکر می‌کرد دنیاییه واسه خود .,Neutral,Positive
برنامه بازی اون ایده آل تبل بازاره ..,Positive,Neutral
صفحه نما حد معمولیه .,Neutral,Negative
-یک اب دار رابطه ساخته دقیقا هیچ کجا اشاره نشده دوربین چه کشور ساخته‌شده هر چ هس تقلب نیس .,Positive,Neutral
قاب دور خیل باریکه .,Positive,Negative
. خرید ۵ باز vita میتون یه دستگاه دیگه بخر,Negative,Neutral
گوش خوبیه ول بدن ضعیفه,Neutral,Negative
طراح ساخ طراح گوش کم متفاوت گوشی دیگر خانواده لومیا طور لبه کم انحنا داشته صفحه نما کاملا تخ .,Neutral,Negative
تفریحه ورز .,Neutral,Positive
نظر حت اس ۲ دیگه قابل‌مقایسه نیس .,Negative,Neutral
توصیه من دوس هس لطفا کنسولشون رو کپ خور نکنن نمی‌تونن مزایا آنلاین دستگاهشون استفاده کنن .,Neutral,Negative
مثل قبل سیر رو ارائه کرد بازار تکون داد .,Neutral,Positive
• نر افزارهمان‌طور گفته_شد Google Nexus ۷ اولین تبلت صور پیش‌فرض نسخه ۴ ٫ ۱ Jelly Bean اندروید بهره می‌برد .,Positive,Neutral
تغییر بارز دیگر دوربین نسب مدل پیشین ، استفاده نمایشگر لمس .,Positive,Neutral
گوش زیبا هس نظر من htc بهتره buttrfly .,Negative,Positive
( ( باتشکر سا بسیار خوب دیج کالا ) ),Neutral,Positive
بخوا هارد رو محصول برند دیگه مقایسه کن بدون شک محصول رو رده اول قرار مید .,Positive,Neutral
یک خصوص گوش ذکر نشده اینه آندروید قابل آپد ۴ ٫ ۱ .,Positive,Neutral
ضمن لولا خیل محک درب نگه داشته‌اند .,Neutral,Positive
پردازنده عد هسته ، صفحه نما ۴ اینچ ، ز مکالمه ۸ ساع ، دو پشتیبان حافظه جانب .,Negative,Neutral
من شخصا حاضر نیس نه t رو بخر نه tx بلکه acro s ion رو ترجیح مید !,Negative,Neutral
. صدا : نگاه کوتاه صدا خروج سون اریکسون Xperia Ray کن می‌تو گف گوش دارا صدا گوشی هوشمند سون اریکسون .,Negative,Neutral
سلا خدم همه دوس digikala مورد گوش باید بگ گوش خوب هست من خریدم فقط یه چنتائ نقطه‌ضعف داره ایناس : ۱.,Positive,Negative
TF ۷۰۰ تن ۵۹۹ گر وزن دارد یک سبک تبلت ۱۰ ٫ ۱ اینچ امروز تبدیل کرده_اس .,Positive,Neutral
سلا گوش رایتل مکالمه تصویر پشتیبان میکنه ، تو سا رایتل اعلا کردن .,Positive,Neutral
لاز ذکر مشکل برنامه ، مربوط تمام شهر نمی‌شود ب شهر کوچک وجود دارد .,Neutral,Negative
زب فارس رو خوب ساپور میکنه من مشکل ندید اینجا .,Neutral,Positive
هر لحاظ بهترینه ، سخت‌افزار قدرتمند حتما حس خوب آد میده ول این‌که خیل قابل ایر کار نمیکنه خیل بده .,Negative,Positive
